ID,W1
nl_1,0.0
nl_2,0.9666666666666667
nl_3,0.0
nl_4,2.0
nl_5,0.2666666666666667
nl_6,0.6333333333333334
nl_7,0.5
nl_8,0.0
nl_9,0.2666666666666667
nl_10,0.0
nl_11,2.0
nl_12,1.0
nl_13,0.0
nl_14,0.7
nl_15,0.30000000000000004
nl_16,0.0
nl_17,0.26666666666666666
nl_18,2.7
nl_19,0.30000000000000004
nl_20,0.0
nl_21,0.5666666666666667
nl_22,0.0
nl_23,0.0
nl_24,0.8333333333333333
nl_25,0.9
nl_26,0.0
nl_27,1.8
nl_28,0.0
nl_29,1.0
nl_30,0.0
es_1,0.7
es_2,0.4
es_3,0.06666666666666667
es_4,0.0
es_5,0.0
es_6,0.0
es_7,0.0
es_8,0.7
es_9,0.1333333333333333
es_10,0.0
es_11,1.0
es_12,2.0
es_13,1.5333333333333332
es_14,0.2666666666666667
es_15,0.0
es_16,1.6
es_17,0.0
es_18,0.0
es_19,0.0
es_20,0.0
es_21,0.0
es_22,0.0
es_23,0.0
es_24,0.5333333333333333
de_1,2.0
de_2,1.8333333333333335
de_3,0.09999999999999998
de_4,1.0
de_5,0.5666666666666667
de_6,0.0
de_7,0.0
de_8,1.6666666666666667
de_9,0.6
de_10,0.0
de_11,0.0
de_12,0.0
de_13,0.06666666666666667
de_14,0.0
de_15,0.0
de_16,1.0
de_17,0.0
de_18,2.0
de_19,0.1
de_20,0.9666666666666668
de_21,0.0
de_22,0.0
de_23,0.0
de_24,0.4666666666666667
de_25,0.0
de_26,0.0
de_27,0.0
de_28,0.06666666666666665
de_29,0.06666666666666667
de_30,0.5
de_31,0.0
de_32,0.0
de_33,2.0
de_34,0.16666666666666663
de_35,2.066666666666667
de_36,0.0
de_37,0.0
de_38,1.4
pl_1,0.0
pl_2,0.0
pl_3,0.06666666666666665
pl_4,0.1
pl_5,0.1333333333333333
pl_6,0.3666666666666667
pl_7,1.0
pl_8,0.0
pl_9,1.1333333333333333
pl_10,0.0
pl_11,3.0
pl_12,0.0
pl_13,0.0
pl_14,0.0
pl_15,0.0
pl_16,0.033333333333333326
pl_17,0.0
pl_18,0.0
pl_19,0.0
pl_20,0.0
hu_1,0.03333333333333333
hu_2,0.0
hu_3,0.0
hu_4,0.0
hu_5,0.0
hu_6,3.0
hu_7,0.0
hu_8,0.5
hu_9,0.0
hu_10,0.4
hu_11,0.0
hu_12,0.0
hu_13,6.0
hu_14,1.0
hu_15,0.6666666666666666
hu_16,0.0
hu_17,1.0
hu_18,0.0
hu_20,0.0
hu_21,0.0
hu_22,0.0
hu_23,0.0
hu_24,0.0
hu_28,2.0
hu_29,0.26666666666666666
hu_30,0.06666666666666667
hu_31,0.0
hu_32,0.13333333333333333
hu_33,0.06666666666666667
hu_34,1.0
hu_36,0.0
hu_37,0.0
hu_38,1.0
hu_39,0.3
hu_40,1.0
it_1,0.0
it_2,1.7666666666666666
it_3,1.6666666666666667
it_4,0.0
it_5,0.0
it_6,0.0
it_7,0.0
it_8,0.0
it_9,0.0
it_10,0.0
it_11,0.0
it_12,0.0
it_13,0.0
it_14,0.7
it_15,1.7666666666666666
it_16,0.0
it_17,1.0
it_18,0.0
it_19,0.8666666666666667
it_20,0.0
it_21,1.0
it_22,0.23333333333333328
it_23,0.033333333333333326
it_24,1.0
it_25,0.1
it_26,0.0
it_27,0.8
it_28,0.0
it_29,0.2
it_30,0.0
ch_18,0.0
ch_19,0.0
ch_20,2.0
ch_21,0.13333333333333333
ch_22,2.0
ch_23,0.43333333333333335
ch_24,0.23333333333333328
ch_25,0.0
ch_26,0.7
ch_27,0.0
ch_28,2.0
ch_29,0.0
ch_30,0.0
ch_31,0.06666666666666665
ch_32,0.0
ch_33,0.0
ch_34,0.0
ch_35,1.0
ch_36,0.0
ch_37,0.23333333333333328
ch_38,0.0
ch_39,0.0
ch_40,0.0
ch_41,0.0
ch_42,0.19999999999999996
ch_43,0.0
ch_44,0.8666666666666667
ch_45,0.0
ch_46,0.0
ch_47,0.6666666666666667
ch_48,5.0
ch_49,0.0
ch_50,1.0333333333333332
ch_51,0.6666666666666666
ch_53,0.2666666666666667
ch_54,0.0
ch_55,0.0
ch_56,0.0
ch_57,0.0
ch_58,0.0
ch_59,0.0
ch_0,0.0
ch_1,0.0
ch_2,0.0
ch_3,0.16666666666666666
ch_4,0.9333333333333333
ch_5,2.0
ch_6,0.30000000000000004
ch_7,0.16666666666666666
ch_8,0.0
ch_9,1.0333333333333334
ch_10,0.13333333333333333
ch_11,0.13333333333333333
ch_12,0.2
ch_13,0.06666666666666665
ch_14,1.0
ch_15,0.0
ch_16,0.0
ch_17,2.0
