ID,W1
nl_1,0.0
nl_4,1.0
nl_6,0.6
nl_7,1.0
nl_10,0.0
nl_11,0.0
nl_12,0.0
nl_13,0.0
nl_16,0.0
nl_18,0.06666666666666665
nl_20,0.0
nl_21,0.5333333333333333
nl_22,0.0
nl_25,0.7000000000000001
nl_26,0.0
nl_29,0.0
es_1,0.3
es_5,0.30000000000000004
es_6,0.0
es_7,0.0
es_9,0.8666666666666667
es_10,0.0
es_11,0.0
es_13,0.5666666666666667
es_14,0.06666666666666665
es_15,0.0
es_16,0.3666666666666667
es_17,0.0
es_19,0.0
es_20,0.0
es_21,0.0
es_23,0.0
de_1,0.0
de_2,0.16666666666666666
de_3,0.0
de_5,0.43333333333333335
de_8,0.39999999999999997
de_11,0.0
de_12,1.4333333333333333
de_16,0.0
de_18,2.0
de_21,0.0
de_22,2.0
de_23,0.0
de_24,0.0
de_25,0.0
de_29,0.9333333333333333
de_31,0.0
de_32,0.0
de_36,0.0
de_37,0.0
de_38,0.0
pl_2,0.0
pl_3,0.09999999999999998
pl_4,0.1
pl_5,0.0
pl_6,0.6333333333333333
pl_7,0.0
pl_10,0.8
pl_12,0.0
pl_14,0.0
pl_15,0.0
pl_19,0.0
pl_20,0.0
hu_1,2.0
hu_2,0.4
hu_3,0.0
hu_9,0.0
hu_10,0.5
hu_11,2.0
hu_12,0.0
hu_13,0.0
hu_15,0.0
hu_16,0.0
hu_17,0.0
hu_19,0.0
hu_21,0.0
hu_23,0.0
hu_24,0.0
hu_25,0.0
hu_28,0.1
hu_36,0.0
hu_37,0.0
hu_38,0.0
it_5,0.0
it_10,0.0
it_11,0.0
it_12,0.0
it_14,0.9333333333333333
it_16,0.0
it_19,0.8666666666666667
it_20,0.0
it_22,0.0
it_23,1.0
it_27,0.9
ch_19,0.0
ch_21,0.13333333333333333
ch_22,0.0
ch_23,0.1333333333333333
ch_26,0.0
ch_27,0.0
ch_28,2.0
ch_30,0.0
ch_33,0.0
ch_36,0.0
ch_37,0.23333333333333328
ch_41,0.0
ch_43,0.0
ch_46,0.0
ch_50,0.7333333333333333
ch_52,0.0
ch_53,0.2666666666666667
ch_54,0.0
ch_5,0.0
ch_6,0.5
ch_8,0.0
ch_9,0.0
ch_10,0.13333333333333333
ch_12,0.0
ch_15,0.0
ch_16,0.0
ch_17,0.0
