base_id,AS,n_variants
nl_1,0.2681481481481482,3
nl_2,0.75,3
nl_3,4.333333333333334,3
nl_4,0.41333333333333344,3
nl_5,0.33333333333333337,3
nl_6,0.33333333333333337,3
nl_7,1.3333333333333333,3
nl_8,0.9159259259259255,3
nl_9,4.333333333333334,3
nl_10,0.33333333333333337,3
nl_11,5.333333333333333,3
nl_12,1.0,3
nl_13,0.7837037037037037,3
nl_14,1.3333333333333333,3
nl_15,0.33333333333333337,3
nl_16,0.44333333333333325,3
nl_17,1.3333333333333333,3
nl_18,0.33333333333333337,3
nl_19,5.333333333333333,3
nl_20,1.7877777777777781,3
nl_21,0.33333333333333337,3
nl_22,0.33333333333333337,3
nl_23,3.88,3
nl_24,6.351111111111109,3
nl_25,2.370370370370371,3
nl_26,4.0,3
nl_27,0.0033333333333333396,3
nl_28,3.9537037037037033,3
nl_29,0.33333333333333337,3
nl_30,1.3333333333333333,3
es_1,4.272592592592592,3
es_2,5.333333333333333,3
es_3,4.333333333333333,3
es_4,1.3333333333333333,3
es_5,2.5614814814814815,3
es_6,0.005925925925925923,3
es_7,0.5633333333333334,3
es_8,4.333333333333334,3
es_9,0.27370370370370367,3
es_10,0.24111111111111092,3
es_11,0.33333333333333337,3
es_12,4.0,3
es_13,1.3333333333333333,3
es_14,0.33333333333333337,3
es_15,1.0014814814814814,3
es_16,1.3333333333333333,3
es_17,1.3333333333333333,3
es_18,0.31259259259259253,3
es_19,0.0,3
es_20,2.1203703703703702,3
es_21,2.161481481481481,3
es_22,0.0,3
es_23,2.161481481481481,3
es_24,1.0014814814814816,3
de_1,0.33333333333333337,3
de_2,1.3333333333333333,3
de_3,1.3333333333333333,3
de_4,1.3333333333333335,3
de_5,0.33333333333333337,3
de_6,7.0,3
de_7,0.37000000000000005,3
de_8,4.333333333333334,3
de_9,0.0,3
de_10,2.52,3
de_11,1.3333333333333333,3
de_12,0.33333333333333337,3
de_13,7.290370370370371,3
de_14,1.628148148148148,3
de_15,0.33333333333333337,3
de_16,1.3333333333333333,3
de_17,0.9303703703703702,3
de_18,0.979259259259259,3
de_19,4.8133333333333335,3
de_20,2.903333333333334,3
de_21,0.8133333333333332,3
de_22,0.33333333333333337,3
de_23,1.2903703703703702,3
de_24,0.2681481481481482,3
de_25,0.3699999999999999,3
de_26,1.3333333333333333,3
de_27,1.107037037037037,3
de_28,3.1759259259259256,3
de_29,1.3333333333333333,3
de_30,0.33333333333333337,3
de_31,1.3333333333333333,3
de_32,1.2903703703703704,3
de_33,2.013333333333333,3
de_34,0.8533333333333334,3
de_35,0.33333333333333337,3
de_36,0.44592592592592584,3
de_37,2.333333333333333,3
de_38,4.717037037037037,3
pl_1,1.2314814814814812,3
pl_2,0.33333333333333337,3
pl_3,4.195925925925926,3
pl_4,1.3333333333333333,3
pl_5,0.33333333333333337,3
pl_6,0.21333333333333335,3
pl_7,0.33333333333333337,3
pl_8,0.48,3
pl_9,0.33333333333333337,3
pl_10,0.00333333333333331,3
pl_11,5.333333333333333,3
pl_12,1.3333333333333333,3
pl_13,1.3333333333333333,3
pl_14,0.33333333333333337,3
pl_15,3.6633333333333336,3
pl_16,0.33333333333333337,3
pl_17,0.33333333333333337,3
pl_18,1.0,3
pl_19,0.5833333333333334,3
pl_20,0.33333333333333337,3
hu_1,1.3333333333333333,3
hu_2,0.33333333333333337,3
hu_3,2.8014814814814812,3
hu_4,0.0,3
hu_5,1.3333333333333333,3
hu_6,0.33333333333333337,3
hu_7,1.1625925925925926,3
hu_8,0.33333333333333337,3
hu_9,8.481481481481481,3
hu_10,1.0403703703703702,3
hu_11,1.3333333333333333,3
hu_12,1.3333333333333333,3
hu_13,0.03703703703703697,3
hu_14,0.26999999999999996,3
hu_15,1.3333333333333333,3
hu_16,0.27370370370370367,3
hu_17,5.333333333333333,3
hu_18,0.33333333333333337,3
hu_19,4.333333333333334,3
hu_20,0.8133333333333334,3
hu_21,1.3333333333333333,3
hu_22,0.33333333333333337,3
hu_23,0.28703703703703703,3
hu_24,0.33333333333333337,3
hu_25,1.3333333333333335,3
hu_28,0.0003703703703703678,3
hu_29,1.0948148148148147,3
hu_30,9.030000000000001,3
hu_31,0.33333333333333337,3
hu_32,4.74037037037037,3
hu_33,7.272592592592593,3
hu_34,9.333333333333334,3
hu_36,0.33333333333333337,3
hu_37,0.33333333333333337,3
hu_38,0.8892592592592593,3
hu_39,1.3333333333333333,3
hu_40,1.0403703703703702,3
it_1,1.0825925925925926,3
it_2,0.33333333333333337,3
it_3,0.33333333333333337,3
it_4,0.33333333333333337,3
it_5,0.5403703703703705,3
it_6,0.33333333333333337,3
it_7,4.6503703703703705,3
it_8,0.9633333333333333,3
it_9,0.0,3
it_10,1.0533333333333332,3
it_11,0.3333333333333333,3
