ID,MU
nl_1_0001000,0.0
nl_2_0001000,0.0
nl_3_0001000,0.03333333333333332
nl_4_0001000,0.25747126436781614
nl_5_0001000,0.0
nl_6_0001000,0.11954022988505747
nl_7_0001000,0.0
nl_8_0001000,0.0
nl_9_0001000,0.0
nl_10_0001000,0.0
nl_11_0001000,0.0
nl_12_0001000,0.0
nl_13_0001000,0.20229885057471264
nl_14_0001000,0.06436781609195402
nl_15_0001000,0.0
nl_16_0001000,0.0
nl_17_0001000,0.0
nl_18_0001000,0.0
nl_19_0001000,0.0
nl_20_0001000,0.0
nl_21_0001000,0.25862068965517243
nl_22_0001000,0.21724137931034485
nl_23_0001000,0.0
nl_24_0001000,0.0
nl_25_0001000,0.0
nl_26_0001000,0.0
nl_27_0001000,0.0
nl_28_0001000,0.0
nl_29_0001000,0.0
nl_30_0001000,0.0
es_1_0001000,0.0
es_2_0001000,0.0
es_3_0001000,0.0
es_4_0001000,0.0
es_5_0001000,0.14367816091954022
es_6_0001000,0.0
es_7_0001000,0.0
es_8_0001000,0.0
es_9_0001000,0.0
es_10_0001000,0.0
es_11_0001000,0.0
es_12_0001000,0.18505747126436783
es_13_0001000,0.1195402298850575
es_14_0001000,0.0
es_15_0001000,0.0
es_16_0001000,0.0
es_17_0001000,0.0
es_18_0001000,0.0
es_19_0001000,0.0
es_20_0001000,0.0
es_21_0001000,0.0
es_22_0001000,0.0
es_23_0001000,0.0
es_24_0001000,0.0
de_1_0001000,0.8689655172413793
de_2_0001000,0.0
de_3_0001000,0.0
de_4_0001000,0.24022988505747117
de_5_0001000,0.0
de_6_0001000,0.0
de_7_0001000,0.06436781609195404
de_8_0001000,0.2574712643678161
de_9_0001000,0.0
de_10_0001000,0.16551724137931034
de_11_0001000,0.0
de_12_0001000,0.0
de_13_0001000,0.0
de_14_0001000,0.09310344827586205
de_15_0001000,0.0
de_16_0001000,0.0
de_17_0001000,0.0
de_18_0001000,0.0
de_19_0001000,0.0
de_20_0001000,0.0
de_21_0001000,0.0
de_22_0001000,0.0
de_23_0001000,0.0
de_24_0001000,0.0
de_25_0001000,0.0
