ID,MU
nl_1_0001000,0.14367816091954022
nl_2_0001000,0.14367816091954022
nl_3_0001000,0.0
nl_4_0001000,0.0
nl_5_0001000,0.0
nl_6_0001000,0.14367816091954022
nl_7_0001000,0.0
nl_8_0001000,0.25402298850574717
nl_9_0001000,0.0
nl_10_0001000,0.0
nl_11_0001000,0.0
nl_12_0001000,0.0
nl_13_0001000,0.09310344827586207
nl_15_0001000,0.25402298850574706
nl_16_0001000,0.0
nl_17_0001000,0.0
nl_18_0001000,0.0
nl_20_0001000,0.0
nl_21_0001000,0.0
nl_22_0001000,0.0
nl_23_0001000,0.0
nl_24_0001000,0.0
nl_25_0001000,0.4551724137931034
nl_27_0001000,0.0
nl_28_0001000,0.0
nl_29_0001000,0.24022988505747128
es_6_0001000,0.0
es_7_0001000,0.0
es_9_0001000,0.0
es_10_0001000,0.0
es_11_0001000,0.0
es_13_0001000,0.0
es_14_0001000,0.0
es_15_0001000,0.0
es_16_0001000,0.0
es_17_0001000,0.0
es_18_0001000,0.11954022988505747
es_19_0001000,0.5333333333333334
es_20_0001000,0.0
es_21_0001000,0.0
es_23_0001000,0.0
es_24_0001000,0.0
de_1_0001000,0.9931034482758622
de_2_0001000,0.0
de_3_0001000,0.0
de_4_0001000,0.0
de_5_0001000,0.0
de_6_0001000,0.0
de_7_0001000,0.06436781609195402
de_8_0001000,0.0
de_9_0001000,0.0
de_10_0001000,0.18505747126436783
de_11_0001000,0.0
de_12_0001000,0.25402298850574717
de_13_0001000,0.0
de_15_0001000,0.0
de_16_0001000,0.0
de_17_0001000,0.0
de_18_0001000,0.0
de_21_0001000,0.0
de_22_0001000,0.5747126436781609
de_23_0001000,0.0
de_24_0001000,0.06436781609195402
de_25_0001000,0.0
de_26_0001000,0.0
de_27_0001000,0.0
de_28_0001000,0.0
de_29_0001000,0.0
de_30_0001000,0.0
de_31_0001000,0.0
de_32_0001000,0.22988505747126434
de_34_0001000,0.4781609195402299
de_35_0001000,0.0
de_36_0001000,0.0
de_37_0001000,0.0
de_38_0001000,0.0
pl_1_0001000,0.25402298850574706
pl_2_0001000,0.03333333333333333
pl_3_0001000,0.0
pl_4_0001000,0.0
pl_5_0001000,0.0
pl_6_0001000,0.0
pl_7_0001000,0.0
pl_8_0001000,0.22988505747126434
pl_9_0001000,0.35057471264367834
pl_10_0001000,0.0
pl_12_0001000,0.0
pl_14_0001000,0.0
pl_17_0001000,0.2402298850574712
pl_19_0001000,0.0
pl_20_0001000,0.0
hu_1_0001000,0.0
hu_2_0001000,0.0
hu_3_0001000,0.0
hu_4_0001000,0.0
hu_5_0001000,0.0
hu_6_0001000,0.0
hu_8_0001000,0.0
hu_9_0001000,0.06436781609195402
hu_10_0001000,0.0
hu_11_0001000,0.0
hu_12_0001000,0.0
hu_13_0001000,0.0
hu_14_0001000,0.22988505747126434
hu_15_0001000,0.0
hu_16_0001000,0.0
hu_18_0001000,0.0
hu_20_0001000,0.0
hu_23_0001000,0.0
hu_25_0001000,0.0
hu_28_0001000,0.0
hu_29_0001000,0.0
hu_30_0001000,0.0
hu_31_0001000,0.09310344827586209
hu_32_0001000,0.22988505747126434
hu_36_0001000,0.0
hu_37_0001000,0.0
hu_38_0001000,0.11954022988505747
hu_39_0001000,0.0
hu_40_0001000,0.0
it_2_0001000,0.0
it_3_0001000,0.0
it_5_0001000,0.0
it_7_0001000,0.0
it_8_0001000,0.03333333333333332
it_9_0001000,0.0
it_10_0001000,0.0
it_11_0001000,0.0
it_12_0001000,0.0
it_13_0001000,0.0
it_14_0001000,0.0
it_15_0001000,0.3724137931034483
it_16_0001000,0.22988505747126434
it_17_0001000,0.36896551724137927
it_20_0001000,0.0
it_22_0001000,0.0
it_25_0001000,0.0
it_27_0001000,0.30919540229885056
it_28_0001000,0.0
it_29_0001000,0.0
it_30_0001000,0.0
ch_18_0001000,0.0
ch_19_0001000,0.03333333333333332
ch_20_0001000,0.0
ch_21_0001000,0.0
ch_22_0001000,0.0
ch_23_0001000,0.0
ch_24_0001000,0.0
ch_25_0001000,0.0
ch_26_0001000,0.0
ch_29_0001000,0.0
ch_30_0001000,0.0
ch_32_0001000,0.0
ch_33_0001000,0.0
ch_34_0001000,0.0
ch_35_0001000,0.24827586206896549
ch_36_0001000,0.0
ch_37_0001000,0.0
ch_39_0001000,0.09310344827586203
ch_40_0001000,0.0
ch_41_0001000,0.0
ch_42_0001000,0.0
ch_43_0001000,0.0
ch_44_0001000,0.0
ch_45_0001000,0.0
ch_46_0001000,0.0
ch_47_0001000,0.06436781609195402
ch_48_0001000,0.0
ch_49_0001000,0.0
ch_50_0001000,0.24022988505747128
ch_51_0001000,0.0
ch_52_0001000,0.0
ch_53_0001000,0.0
ch_54_0001000,0.0
ch_55_0001000,0.0
ch_56_0001000,0.0
ch_57_0001000,0.0
ch_58_0001000,0.0
ch_59_0001000,0.0
ch_0_0001000,0.0
ch_1_0001000,0.0
ch_3_0001000,0.0
ch_4_0001000,0.0
ch_5_0001000,0.09310344827586207
ch_6_0001000,0.11954022988505747
ch_7_0001000,0.0
ch_9_0001000,0.0
ch_10_0001000,0.0
ch_11_0001000,0.0
ch_12_0001000,0.0
ch_13_0001000,0.25862068965517243
ch_14_0001000,0.03333333333333333
ch_16_0001000,0.0
ch_17_0001000,0.0
